Facility_ID,Measure_ID,Measure_Name,Compared_to_National,Denominator,Score,Start_Date,End_Date
10022,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,Not Available,Not Applicable,Not Available,7/1/22,6/30/24
10023,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,72,4.3,4/1/21,3/31/24
10023,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,1003,4.1,7/1/23,6/30/24
10023,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,171,12.8,7/1/21,6/30/24
10023,MORT_30_CABG,Death rate for CABG surgery patients,No Different Than the National Rate,69,1.9,7/1/21,6/30/24
10023,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,61,8.6,7/1/21,6/30/24
10023,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,251,12.5,7/1/21,6/30/24
10023,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,165,17.4,7/1/21,6/30/24
10023,MORT_30_STK,Death rate for stroke patients,Worse Than the National Rate,270,16.7,7/1/21,6/30/24
10023,PSI_03,Pressure ulcer rate,Worse Than the National Rate,3630,3.24,7/1/22,6/30/24
10023,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,110,194.83,7/1/22,6/30/24
10023,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,4630,0.32,7/1/22,6/30/24
10023,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,4637,0.22,7/1/22,6/30/24
10023,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,1393,1.62,7/1/22,6/30/24
10023,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,583,1.64,7/1/22,6/30/24
10023,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,631,11.71,7/1/22,6/30/24
10023,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,Worse Than the National Rate,1382,6.52,7/1/22,6/30/24
10023,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,578,6.43,7/1/22,6/30/24
10023,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,151,1.66,7/1/22,6/30/24
10023,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,722,0.9,7/1/22,6/30/24
10023,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,Worse Than the National Value,Not Applicable,1.98,7/1/22,6/30/24
10024,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Number of Cases Too Small,Not Available,Not Available,4/1/21,3/31/24
10024,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,1020,5.1,7/1/23,6/30/24
10024,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,142,11.7,7/1/21,6/30/24
10024,MORT_30_CABG,Death rate for CABG surgery patients,No Different Than the National Rate,76,3,7/1/21,6/30/24
10024,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,79,7.8,7/1/21,6/30/24
10024,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,273,13,7/1/21,6/30/24
10024,MORT_30_PN,Death rate for pneumonia patients,Worse Than the National Rate,261,20.8,7/1/21,6/30/24
10024,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,124,14.3,7/1/21,6/30/24
10024,PSI_03,Pressure ulcer rate,No Different Than the National Rate,3692,0.83,7/1/22,6/30/24
10024,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,43,176.11,7/1/22,6/30/24
10024,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,4424,0.17,7/1/22,6/30/24
10024,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,4478,0.31,7/1/22,6/30/24
10024,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,1058,1.75,7/1/22,6/30/24
10024,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,293,1.46,7/1/22,6/30/24
10024,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,327,6.49,7/1/22,6/30/24
10024,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,1025,3.08,7/1/22,6/30/24
10024,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,299,5.62,7/1/22,6/30/24
10024,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,266,1.64,7/1/22,6/30/24
10024,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,875,0.88,7/1/22,6/30/24
10024,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.95,7/1/22,6/30/24
10029,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,477,3.5,4/1/21,3/31/24
10029,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,1247,4.2,7/1/23,6/30/24
10029,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,127,13.8,7/1/21,6/30/24
10029,MORT_30_CABG,Death rate for CABG surgery patients,No Different Than the National Rate,95,3.5,7/1/21,6/30/24
10029,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,125,11.1,7/1/21,6/30/24
10029,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,272,13.7,7/1/21,6/30/24
10029,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,267,17.7,7/1/21,6/30/24
10029,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,134,14.5,7/1/21,6/30/24
10029,PSI_03,Pressure ulcer rate,No Different Than the National Rate,4085,0.67,7/1/22,6/30/24
10029,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,54,214.87,7/1/22,6/30/24
10029,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,4406,0.27,7/1/22,6/30/24
10029,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,4625,0.3,7/1/22,6/30/24
10029,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,1454,1.96,7/1/22,6/30/24
10029,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,821,1.27,7/1/22,6/30/24
10029,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,818,9,7/1/22,6/30/24
10029,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,1488,3.77,7/1/22,6/30/24
10029,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,739,5.23,7/1/22,6/30/24
10029,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,234,1.62,7/1/22,6/30/24
10029,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,792,0.87,7/1/22,6/30/24
10029,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.99,7/1/22,6/30/24
10033,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,41,4.7,4/1/21,3/31/24
10033,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,3129,3.6,7/1/23,6/30/24
10033,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,180,11.3,7/1/21,6/30/24
10033,MORT_30_CABG,Death rate for CABG surgery patients,No Different Than the National Rate,369,2.4,7/1/21,6/30/24
10033,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,154,9.3,7/1/21,6/30/24
10033,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,526,10.2,7/1/21,6/30/24
10033,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,338,14.5,7/1/21,6/30/24
10033,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,368,14.5,7/1/21,6/30/24
10033,PSI_03,Pressure ulcer rate,No Different Than the National Rate,13942,0.53,7/1/22,6/30/24
10033,PSI_04,Death rate among surgical inpatients with serious treatable complications,Worse Than the National Rate,431,202.13,7/1/22,6/30/24
10033,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,15277,0.26,7/1/22,6/30/24
10033,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,16725,0.38,7/1/22,6/30/24
10033,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,5896,3.25,7/1/22,6/30/24
10033,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,3307,1.97,7/1/22,6/30/24
10033,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,3142,11.61,7/1/22,6/30/24
10033,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,Worse Than the National Rate,6646,4.94,7/1/22,6/30/24
10033,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,3244,5.28,7/1/22,6/30/24
10033,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,1465,1.95,7/1/22,6/30/24
10033,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,3867,1.56,7/1/22,6/30/24
10033,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,1.16,7/1/22,6/30/24
10034,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Not Available,Not Available,Not Available,4/1/21,3/31/24
10034,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,37,4.2,7/1/23,6/30/24
10034,MORT_30_AMI,Death rate for heart attack patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
10034,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
10034,MORT_30_COPD,Death rate for COPD patients,Number of Cases Too Small,Not Available,Not Available,7/1/21,6/30/24
10034,MORT_30_HF,Death rate for heart failure patients,Number of Cases Too Small,Not Available,Not Available,7/1/21,6/30/24
10034,MORT_30_PN,Death rate for pneumonia patients,Number of Cases Too Small,Not Available,Not Available,7/1/21,6/30/24
10034,MORT_30_STK,Death rate for stroke patients,Number of Cases Too Small,Not Available,Not Available,7/1/21,6/30/24
10034,PSI_03,Pressure ulcer rate,No Different Than the National Rate,146,0.61,7/1/22,6/30/24
10034,PSI_04,Death rate among surgical inpatients with serious treatable complications,Not Available,Not Available,Not Available,7/1/22,6/30/24
10034,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,192,0.21,7/1/22,6/30/24
10034,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,196,0.27,7/1/22,6/30/24
10034,PSI_09,Postoperative hemorrhage or hematoma rate,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
10034,PSI_10,Postoperative acute kidney injury requiring dialysis rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
10034,PSI_11,Postoperative respiratory failure rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
10034,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
10034,PSI_13,Postoperative sepsis rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
10034,PSI_14,Postoperative wound dehiscence rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
10034,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,28,1.06,7/1/22,6/30/24
10034,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,Not Available,Not Applicable,Not Available,7/1/22,6/30/24
10035,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,34,3.9,4/1/21,3/31/24
10035,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,1159,5.7,7/1/23,6/30/24
10035,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,50,12.6,7/1/21,6/30/24
10035,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
10035,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,115,9.5,7/1/21,6/30/24
10035,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,288,11.6,7/1/21,6/30/24
10035,MORT_30_PN,Death rate for pneumonia patients,Worse Than the National Rate,401,20,7/1/21,6/30/24
10035,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,122,14.3,7/1/21,6/30/24
10035,PSI_03,Pressure ulcer rate,No Different Than the National Rate,2872,0.28,7/1/22,6/30/24
10035,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,27,178.13,7/1/22,6/30/24
10035,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,4692,0.18,7/1/22,6/30/24
10035,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,4485,0.32,7/1/22,6/30/24
10035,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,488,2.11,7/1/22,6/30/24
10035,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,115,2.08,7/1/22,6/30/24
10035,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,117,14.57,7/1/22,6/30/24
10035,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,518,3.63,7/1/22,6/30/24
10035,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,105,6.22,7/1/22,6/30/24
10035,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,128,2.03,7/1/22,6/30/24
10035,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,368,0.95,7/1/22,6/30/24
10035,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,1.09,7/1/22,6/30/24
10036,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,38,3.4,4/1/21,3/31/24
10036,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,320,4.5,7/1/23,6/30/24
10036,MORT_30_AMI,Death rate for heart attack patients,Number of Cases Too Small,Not Available,Not Available,7/1/21,6/30/24
10036,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
10036,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,49,8.7,7/1/21,6/30/24
10036,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,114,12.9,7/1/21,6/30/24
10036,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,134,18.3,7/1/21,6/30/24
10036,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,52,12.5,7/1/21,6/30/24
10036,PSI_03,Pressure ulcer rate,No Different Than the National Rate,930,0.45,7/1/22,6/30/24
10036,PSI_04,Death rate among surgical inpatients with serious treatable complications,Not Available,Not Available,Not Available,7/1/22,6/30/24
10036,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,1277,0.2,7/1/22,6/30/24
10036,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,1269,0.26,7/1/22,6/30/24
10036,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,148,2.27,7/1/22,6/30/24
10036,PSI_10,Postoperative acute kidney injury requiring dialysis rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
