Facility_ID,Measure_ID,Measure_Name,Compared_to_National,Score,Number_Patients,Number_Patients_Returned,Start_Date,End_Date
10024,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,No Different Than the National Rate,4.8,Not Applicable,Not Applicable,1/1/23,12/31/23
10024,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,0.9,Not Applicable,Not Applicable,1/1/23,12/31/23
10024,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,13.8,Not Applicable,Not Applicable,7/1/21,6/30/24
10024,READM_30_CABG,Rate of readmission for CABG,No Different Than the National Rate,9.9,Not Applicable,Not Applicable,7/1/21,6/30/24
10024,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,17.4,Not Applicable,Not Applicable,7/1/21,6/30/24
10024,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,20,Not Applicable,Not Applicable,7/1/21,6/30/24
10024,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10024,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,16,Not Applicable,Not Applicable,7/1/21,6/30/24
10029,EDAC_30_AMI,Hospital return days for heart attack patients,More Days Than Average per 100 Discharges,42.4,112,28,7/1/21,6/30/24
10029,EDAC_30_HF,Hospital return days for heart failure patients,More Days Than Average per 100 Discharges,36.7,238,72,7/1/21,6/30/24
10029,EDAC_30_PN,Hospital return days for pneumonia patients,Average Days per 100 Discharges,-7.9,235,54,7/1/21,6/30/24
10029,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,14.4,Not Applicable,Not Applicable,7/1/23,6/30/24
10029,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,11.4,Not Applicable,Not Applicable,1/1/21,12/31/23
10029,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,No Different Than the National Rate,9.5,Not Applicable,Not Applicable,1/1/23,12/31/23
10029,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,No Different Than the National Rate,5.2,Not Applicable,Not Applicable,1/1/23,12/31/23
10029,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,0.8,Not Applicable,Not Applicable,1/1/23,12/31/23
10029,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,14,Not Applicable,Not Applicable,7/1/21,6/30/24
10029,READM_30_CABG,Rate of readmission for CABG,No Different Than the National Rate,10,Not Applicable,Not Applicable,7/1/21,6/30/24
10029,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,17.1,Not Applicable,Not Applicable,7/1/21,6/30/24
10029,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,19.9,Not Applicable,Not Applicable,7/1/21,6/30/24
10029,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,4.8,Not Applicable,Not Applicable,7/1/21,6/30/24
10029,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,14.3,Not Applicable,Not Applicable,7/1/21,6/30/24
10033,EDAC_30_AMI,Hospital return days for heart attack patients,More Days Than Average per 100 Discharges,39.4,287,82,7/1/21,6/30/24
10033,EDAC_30_HF,Hospital return days for heart failure patients,Average Days per 100 Discharges,5.8,523,161,7/1/21,6/30/24
10033,EDAC_30_PN,Hospital return days for pneumonia patients,More Days Than Average per 100 Discharges,38.3,317,86,7/1/21,6/30/24
10033,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,15.6,Not Applicable,Not Applicable,7/1/23,6/30/24
10033,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,12.7,Not Applicable,Not Applicable,1/1/21,12/31/23
10033,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,No Different Than the National Rate,10.6,Not Applicable,Not Applicable,1/1/23,12/31/23
10033,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,No Different Than the National Rate,4.9,Not Applicable,Not Applicable,1/1/23,12/31/23
10033,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,0.8,Not Applicable,Not Applicable,1/1/23,12/31/23
10033,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,15.9,Not Applicable,Not Applicable,7/1/21,6/30/24
10033,READM_30_CABG,Rate of readmission for CABG,Worse Than the National Rate,13.6,Not Applicable,Not Applicable,7/1/21,6/30/24
10033,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,17.6,Not Applicable,Not Applicable,7/1/21,6/30/24
10033,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,19.3,Not Applicable,Not Applicable,7/1/21,6/30/24
10033,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,6.6,Not Applicable,Not Applicable,7/1/21,6/30/24
10033,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,17.7,Not Applicable,Not Applicable,7/1/21,6/30/24
10034,EDAC_30_AMI,Hospital return days for heart attack patients,Not Available,Not Available,Not Available,Not Available,7/1/21,6/30/24
10034,EDAC_30_HF,Hospital return days for heart failure patients,Number of Cases Too Small,Not Available,Not Available,Not Available,7/1/21,6/30/24
10034,EDAC_30_PN,Hospital return days for pneumonia patients,Number of Cases Too Small,Not Available,Not Available,Not Available,7/1/21,6/30/24
10034,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,15.6,Not Applicable,Not Applicable,7/1/23,6/30/24
10034,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,11.9,Not Applicable,Not Applicable,1/1/21,12/31/23
10034,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Not Available,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
10034,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Not Available,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
10034,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,Number of cases too small,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
10034,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10034,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10034,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10034,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10034,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10034,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10035,EDAC_30_AMI,Hospital return days for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,7/1/21,6/30/24
10035,EDAC_30_HF,Hospital return days for heart failure patients,Fewer Days Than Average per 100 Discharges,-36.8,289,78,7/1/21,6/30/24
10035,EDAC_30_PN,Hospital return days for pneumonia patients,Average Days per 100 Discharges,1.3,399,88,7/1/21,6/30/24
10035,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,16.6,Not Applicable,Not Applicable,7/1/23,6/30/24
10035,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,13.6,Not Applicable,Not Applicable,1/1/21,12/31/23
10035,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
10035,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
10035,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,1.2,Not Applicable,Not Applicable,1/1/23,12/31/23
10035,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,14.2,Not Applicable,Not Applicable,7/1/21,6/30/24
10035,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10035,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,19.5,Not Applicable,Not Applicable,7/1/21,6/30/24
10035,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,19.2,Not Applicable,Not Applicable,7/1/21,6/30/24
10035,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,4.3,Not Applicable,Not Applicable,7/1/21,6/30/24
10035,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,15.8,Not Applicable,Not Applicable,7/1/21,6/30/24
10036,EDAC_30_AMI,Hospital return days for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,7/1/21,6/30/24
10036,EDAC_30_HF,Hospital return days for heart failure patients,More Days Than Average per 100 Discharges,41.7,103,41,7/1/21,6/30/24
10036,EDAC_30_PN,Hospital return days for pneumonia patients,Average Days per 100 Discharges,-12.4,125,31,7/1/21,6/30/24
10036,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,14.9,Not Applicable,Not Applicable,7/1/23,6/30/24
10036,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,15.4,Not Applicable,Not Applicable,1/1/21,12/31/23
10036,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
10036,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
10036,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,1.1,Not Applicable,Not Applicable,1/1/23,12/31/23
10036,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10036,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10036,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,17.5,Not Applicable,Not Applicable,7/1/21,6/30/24
10036,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,20.5,Not Applicable,Not Applicable,7/1/21,6/30/24
10036,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,5.5,Not Applicable,Not Applicable,7/1/21,6/30/24
10036,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,15.1,Not Applicable,Not Applicable,7/1/21,6/30/24
10039,EDAC_30_AMI,Hospital return days for heart attack patients,Fewer Days Than Average per 100 Discharges,-8.2,559,97,7/1/21,6/30/24
10039,EDAC_30_HF,Hospital return days for heart failure patients,More Days Than Average per 100 Discharges,16,995,313,7/1/21,6/30/24
10039,EDAC_30_PN,Hospital return days for pneumonia patients,More Days Than Average per 100 Discharges,6.1,1199,279,7/1/21,6/30/24
10039,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,14.3,Not Applicable,Not Applicable,7/1/23,6/30/24
10039,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,12.2,Not Applicable,Not Applicable,1/1/21,12/31/23
10039,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,No Different Than the National Rate,11.1,Not Applicable,Not Applicable,1/1/23,12/31/23
10039,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,No Different Than the National Rate,5,Not Applicable,Not Applicable,1/1/23,12/31/23
10039,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,Better than expected,0.5,Not Applicable,Not Applicable,1/1/23,12/31/23
10039,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,12.1,Not Applicable,Not Applicable,7/1/21,6/30/24
10039,READM_30_CABG,Rate of readmission for CABG,No Different Than the National Rate,9.1,Not Applicable,Not Applicable,7/1/21,6/30/24
10039,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,17.6,Not Applicable,Not Applicable,7/1/21,6/30/24
10039,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,19.5,Not Applicable,Not Applicable,7/1/21,6/30/24
10039,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,5.1,Not Applicable,Not Applicable,7/1/21,6/30/24
10039,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,14.7,Not Applicable,Not Applicable,7/1/21,6/30/24
10040,EDAC_30_AMI,Hospital return days for heart attack patients,Average Days per 100 Discharges,-12.3,85,14,7/1/21,6/30/24
10040,EDAC_30_HF,Hospital return days for heart failure patients,More Days Than Average per 100 Discharges,20,194,62,7/1/21,6/30/24
10040,EDAC_30_PN,Hospital return days for pneumonia patients,Average Days per 100 Discharges,8,226,60,7/1/21,6/30/24
10040,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,15.9,Not Applicable,Not Applicable,7/1/23,6/30/24
10040,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,14,Not Applicable,Not Applicable,1/1/21,12/31/23
10040,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
10040,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
10040,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,1,Not Applicable,Not Applicable,1/1/23,12/31/23
10040,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,13.3,Not Applicable,Not Applicable,7/1/21,6/30/24
